Transaction_ID,Date,Branch,Product,Category,Quantity,Unit_Price,Payment_Method,Customer_Type,Total_Sales,Year,Month,Month_Name,Day,Day_Name,Year_Month
TXN0201,2026-01-21,Entebbe,Jeans,Clothing,5,85000,Mobile Money,Regular,425000,2026,1,January,21,Wednesday,2026-01
TXN0273,2026-01-21,Entebbe,Jeans,Clothing,4,85000,Card,Regular,340000,2026,1,January,21,Wednesday,2026-01
TXN0058,2026-01-21,Entebbe,T-Shirt,Clothing,5,45000,Card,Regular,225000,2026,1,January,21,Wednesday,2026-01
TXN0300,2026-01-22,Jinja,Jacket,Clothing,2,150000,Cash,New,300000,2026,1,January,22,Thursday,2026-01
TXN0369,2026-01-23,Kampala,T-Shirt,Clothing,3,45000,Mobile Money,Regular,135000,2026,1,January,23,Friday,2026-01
TXN0172,2026-01-24,Kampala,Smartphone,Electronics,5,850000,Card,New,4250000,2026,1,January,24,Saturday,2026-01
TXN0258,2026-01-24,Kampala,Headphones,Electronics,1,120000,Mobile Money,New,120000,2026,1,January,24,Saturday,2026-01
TXN0389,2026-01-25,Kampala,Laptop Bag,Electronics,3,85000,Mobile Money,Regular,255000,2026,1,January,25,Sunday,2026-01
TXN0219,2026-01-25,Jinja,Jeans,Clothing,1,85000,Mobile Money,Regular,85000,2026,1,January,25,Sunday,2026-01
TXN0400,2026-01-25,Entebbe,Laptop Bag,Electronics,3,85000,Mobile Money,Regular,255000,2026,1,January,25,Sunday,2026-01
TXN0204,2026-01-26,Jinja,Blender,Home & Kitchen,1,180000,Mobile Money,New,180000,2026,1,January,26,Monday,2026-01
TXN0198,2026-01-26,Entebbe,Shampoo,Personal Care,1,22000,Card,Regular,22000,2026,1,January,26,Monday,2026-01
TXN0350,2026-01-27,Kampala,Sugar 2kg,Groceries,3,12000,Card,Regular,36000,2026,1,January,27,Tuesday,2026-01
TXN0075,2026-01-27,Entebbe,Jeans,Clothing,5,85000,Mobile Money,New,425000,2026,1,January,27,Tuesday,2026-01
TXN0290,2026-01-27,Kampala,Rice 5kg,Groceries,3,32000,Cash,New,96000,2026,1,January,27,Tuesday,2026-01
TXN0001,2026-01-29,Kampala,Jeans,Clothing,3,85000,Cash,New,255000,2026,1,January,29,Thursday,2026-01
TXN0022,2026-01-29,Kampala,Shampoo,Personal Care,2,22000,Card,Regular,44000,2026,1,January,29,Thursday,2026-01
TXN0246,2026-01-30,Jinja,Frying Pan,Home & Kitchen,1,65000,Mobile Money,Regular,65000,2026,1,January,30,Friday,2026-01
TXN0166,2026-01-30,Jinja,Blender,Home & Kitchen,2,180000,Card,New,360000,2026,1,January,30,Friday,2026-01
TXN0224,2026-01-30,Entebbe,Body Lotion,Personal Care,1,25000,Cash,New,25000,2026,1,January,30,Friday,2026-01
TXN0360,2026-01-30,Kampala,Rice 5kg,Groceries,2,32000,Mobile Money,Regular,64000,2026,1,January,30,Friday,2026-01
TXN0279,2026-01-31,Kampala,Sugar 2kg,Groceries,4,12000,Card,Regular,48000,2026,1,January,31,Saturday,2026-01
TXN0445,2026-01-31,Jinja,Jacket,Clothing,3,150000,Mobile Money,New,450000,2026,1,January,31,Saturday,2026-01
TXN0057,2026-01-31,Jinja,Blender,Home & Kitchen,2,180000,Card,New,360000,2026,1,January,31,Saturday,2026-01
TXN0146,2026-01-31,Jinja,Rice 5kg,Groceries,2,32000,Mobile Money,New,64000,2026,1,January,31,Saturday,2026-01
TXN0483,2026-01-31,Jinja,Jacket,Clothing,4,150000,Cash,New,600000,2026,1,January,31,Saturday,2026-01
TXN0088,2026-02-01,Jinja,Jeans,Clothing,3,85000,Card,Regular,255000,2026,2,February,1,Sunday,2026-02
TXN0238,2026-02-01,Entebbe,Rice 5kg,Groceries,1,32000,Card,New,32000,2026,2,February,1,Sunday,2026-02
TXN0421,2026-02-01,Jinja,Cooking Oil 3L,Groceries,5,28000,Mobile Money,Regular,140000,2026,2,February,1,Sunday,2026-02
TXN0103,2026-02-01,Entebbe,Toothpaste,Personal Care,2,12000,Mobile Money,Regular,24000,2026,2,February,1,Sunday,2026-02
TXN0125,2026-02-02,Entebbe,Rice 5kg,Groceries,1,32000,Card,New,32000,2026,2,February,2,Monday,2026-02
TXN0240,2026-02-02,Jinja,Rice 5kg,Groceries,2,32000,Cash,New,64000,2026,2,February,2,Monday,2026-02
TXN0461,2026-02-02,Jinja,Frying Pan,Home & Kitchen,2,65000,Cash,New,130000,2026,2,February,2,Monday,2026-02
TXN0090,2026-02-02,Kampala,Frying Pan,Home & Kitchen,4,65000,Card,Regular,260000,2026,2,February,2,Monday,2026-02
TXN0060,2026-02-03,Jinja,Blender,Home & Kitchen,3,180000,Mobile Money,Regular,540000,2026,2,February,3,Tuesday,2026-02
TXN0280,2026-02-03,Entebbe,Laptop Bag,Electronics,5,85000,Card,New,425000,2026,2,February,3,Tuesday,2026-02
TXN0446,2026-02-04,Entebbe,Rice 5kg,Groceries,2,32000,Mobile Money,Regular,64000,2026,2,February,4,Wednesday,2026-02
TXN0066,2026-02-04,Entebbe,Toothpaste,Personal Care,1,12000,Cash,New,12000,2026,2,February,4,Wednesday,2026-02
TXN0021,2026-02-05,Jinja,Rice 5kg,Groceries,4,32000,Cash,New,128000,2026,2,February,5,Thursday,2026-02
TXN0268,2026-02-06,Jinja,Laptop Bag,Electronics,4,85000,Cash,New,340000,2026,2,February,6,Friday,2026-02
TXN0401,2026-02-06,Kampala,Body Lotion,Personal Care,5,25000,Card,Regular,125000,2026,2,February,6,Friday,2026-02
TXN0333,2026-02-06,Entebbe,Jacket,Clothing,4,150000,Cash,Regular,600000,2026,2,February,6,Friday,2026-02
TXN0242,2026-02-07,Kampala,Cooking Oil 3L,Groceries,5,28000,Mobile Money,New,140000,2026,2,February,7,Saturday,2026-02
TXN0299,2026-02-08,Kampala,Frying Pan,Home & Kitchen,4,65000,Cash,Regular,260000,2026,2,February,8,Sunday,2026-02
TXN0192,2026-02-08,Entebbe,Shampoo,Personal Care,5,22000,Mobile Money,Regular,110000,2026,2,February,8,Sunday,2026-02
TXN0329,2026-02-08,Jinja,Rice 5kg,Groceries,5,32000,Card,Regular,160000,2026,2,February,8,Sunday,2026-02
TXN0109,2026-02-08,Kampala,Laptop Bag,Electronics,4,85000,Card,New,340000,2026,2,February,8,Sunday,2026-02
TXN0291,2026-02-09,Jinja,T-Shirt,Clothing,1,45000,Cash,Regular,45000,2026,2,February,9,Monday,2026-02
TXN0366,2026-02-10,Jinja,Shampoo,Personal Care,2,22000,Mobile Money,New,44000,2026,2,February,10,Tuesday,2026-02
TXN0105,2026-02-10,Jinja,Toothpaste,Personal Care,4,12000,Mobile Money,Regular,48000,2026,2,February,10,Tuesday,2026-02
TXN0078,2026-02-10,Jinja,Cooking Oil 3L,Groceries,1,28000,Mobile Money,New,28000,2026,2,February,10,Tuesday,2026-02
TXN0026,2026-02-10,Entebbe,Blender,Home & Kitchen,1,180000,Card,Regular,180000,2026,2,February,10,Tuesday,2026-02
TXN0390,2026-02-10,Entebbe,Rice 5kg,Groceries,5,32000,Card,Regular,160000,2026,2,February,10,Tuesday,2026-02
TXN0177,2026-02-11,Entebbe,Shampoo,Personal Care,4,22000,Card,Regular,88000,2026,2,February,11,Wednesday,2026-02
TXN0437,2026-02-11,Jinja,Sugar 2kg,Groceries,4,12000,Card,Regular,48000,2026,2,February,11,Wednesday,2026-02
TXN0314,2026-02-11,Kampala,Laptop Bag,Electronics,5,85000,Cash,Regular,425000,2026,2,February,11,Wednesday,2026-02
TXN0223,2026-02-12,Entebbe,Shampoo,Personal Care,4,22000,Mobile Money,Regular,88000,2026,2,February,12,Thursday,2026-02
TXN0034,2026-02-12,Entebbe,Frying Pan,Home & Kitchen,5,65000,Card,Regular,325000,2026,2,February,12,Thursday,2026-02
TXN0374,2026-02-12,Kampala,Cooking Oil 3L,Groceries,3,28000,Card,New,84000,2026,2,February,12,Thursday,2026-02
TXN0432,2026-02-14,Entebbe,Toothpaste,Personal Care,2,12000,Cash,Regular,24000,2026,2,February,14,Saturday,2026-02
TXN0341,2026-02-16,Kampala,Jeans,Clothing,1,85000,Card,Regular,85000,2026,2,February,16,Monday,2026-02
TXN0458,2026-02-16,Kampala,Blender,Home & Kitchen,4,180000,Mobile Money,Regular,720000,2026,2,February,16,Monday,2026-02
TXN0056,2026-02-17,Kampala,Shampoo,Personal Care,5,22000,Cash,New,110000,2026,2,February,17,Tuesday,2026-02
TXN0438,2026-02-17,Kampala,Jacket,Clothing,3,150000,Mobile Money,New,450000,2026,2,February,17,Tuesday,2026-02
TXN0218,2026-02-18,Jinja,Jeans,Clothing,3,85000,Card,New,255000,2026,2,February,18,Wednesday,2026-02
TXN0194,2026-02-18,Jinja,Shampoo,Personal Care,2,22000,Card,Regular,44000,2026,2,February,18,Wednesday,2026-02
TXN0053,2026-02-18,Entebbe,Laptop Bag,Electronics,2,85000,Cash,New,170000,2026,2,February,18,Wednesday,2026-02
TXN0464,2026-02-18,Jinja,Cooking Oil 3L,Groceries,1,28000,Cash,Regular,28000,2026,2,February,18,Wednesday,2026-02
TXN0181,2026-02-18,Jinja,Smartphone,Electronics,3,850000,Card,Regular,2550000,2026,2,February,18,Wednesday,2026-02
TXN0010,2026-02-19,Jinja,T-Shirt,Clothing,1,45000,Cash,New,45000,2026,2,February,19,Thursday,2026-02
TXN0149,2026-02-19,Entebbe,Headphones,Electronics,2,120000,Mobile Money,New,240000,2026,2,February,19,Thursday,2026-02
TXN0004,2026-02-20,Jinja,Frying Pan,Home & Kitchen,5,65000,Mobile Money,New,325000,2026,2,February,20,Friday,2026-02
TXN0367,2026-02-21,Kampala,Headphones,Electronics,2,120000,Mobile Money,New,240000,2026,2,February,21,Saturday,2026-02
TXN0478,2026-02-22,Entebbe,Cooking Oil 3L,Groceries,1,28000,Mobile Money,Regular,28000,2026,2,February,22,Sunday,2026-02
TXN0415,2026-02-23,Jinja,Frying Pan,Home & Kitchen,3,65000,Card,Regular,195000,2026,2,February,23,Monday,2026-02
TXN0013,2026-02-23,Jinja,Sugar 2kg,Groceries,3,12000,Card,New,36000,2026,2,February,23,Monday,2026-02
TXN0110,2026-02-24,Kampala,Jacket,Clothing,4,150000,Mobile Money,Regular,600000,2026,2,February,24,Tuesday,2026-02
TXN0468,2026-02-25,Kampala,Frying Pan,Home & Kitchen,2,65000,Card,Regular,130000,2026,2,February,25,Wednesday,2026-02
TXN0497,2026-02-25,Jinja,Smartphone,Electronics,4,850000,Mobile Money,New,3400000,2026,2,February,25,Wednesday,2026-02
TXN0241,2026-02-25,Kampala,T-Shirt,Clothing,3,45000,Cash,New,135000,2026,2,February,25,Wednesday,2026-02
TXN0115,2026-02-26,Entebbe,Electric Kettle,Home & Kitchen,4,95000,Mobile Money,New,380000,2026,2,February,26,Thursday,2026-02
TXN0323,2026-02-26,Entebbe,Toothpaste,Personal Care,3,12000,Cash,Regular,36000,2026,2,February,26,Thursday,2026-02
TXN0143,2026-02-26,Entebbe,Cooking Oil 3L,Groceries,2,28000,Mobile Money,Regular,56000,2026,2,February,26,Thursday,2026-02
TXN0248,2026-02-26,Jinja,Frying Pan,Home & Kitchen,1,65000,Card,Regular,65000,2026,2,February,26,Thursday,2026-02
TXN0277,2026-02-26,Entebbe,Smartphone,Electronics,5,850000,Cash,New,4250000,2026,2,February,26,Thursday,2026-02
TXN0311,2026-02-27,Kampala,Rice 5kg,Groceries,2,32000,Cash,Regular,64000,2026,2,February,27,Friday,2026-02
TXN0123,2026-02-27,Jinja,Sugar 2kg,Groceries,1,12000,Card,New,12000,2026,2,February,27,Friday,2026-02
TXN0463,2026-02-28,Kampala,Shampoo,Personal Care,4,22000,Mobile Money,New,88000,2026,2,February,28,Saturday,2026-02
TXN0236,2026-03-02,Entebbe,Electric Kettle,Home & Kitchen,1,95000,Card,Regular,95000,2026,3,March,2,Monday,2026-03
TXN0356,2026-03-02,Jinja,Headphones,Electronics,3,120000,Mobile Money,Regular,360000,2026,3,March,2,Monday,2026-03
TXN0076,2026-03-02,Kampala,Toothpaste,Personal Care,2,12000,Mobile Money,New,24000,2026,3,March,2,Monday,2026-03
TXN0484,2026-03-03,Jinja,Blender,Home & Kitchen,3,180000,Mobile Money,Regular,540000,2026,3,March,3,Tuesday,2026-03
TXN0331,2026-03-03,Entebbe,Smartphone,Electronics,5,850000,Mobile Money,New,4250000,2026,3,March,3,Tuesday,2026-03
TXN0107,2026-03-03,Entebbe,Jeans,Clothing,4,85000,Cash,Regular,340000,2026,3,March,3,Tuesday,2026-03
TXN0136,2026-03-04,Kampala,Shampoo,Personal Care,3,22000,Mobile Money,New,66000,2026,3,March,4,Wednesday,2026-03
TXN0383,2026-03-04,Jinja,Electric Kettle,Home & Kitchen,4,95000,Mobile Money,Regular,380000,2026,3,March,4,Wednesday,2026-03
TXN0106,2026-03-05,Jinja,Body Lotion,Personal Care,3,25000,Card,Regular,75000,2026,3,March,5,Thursday,2026-03
TXN0448,2026-03-05,Jinja,Body Lotion,Personal Care,5,25000,Cash,Regular,125000,2026,3,March,5,Thursday,2026-03
TXN0037,2026-03-05,Kampala,Headphones,Electronics,1,120000,Mobile Money,New,120000,2026,3,March,5,Thursday,2026-03
TXN0048,2026-03-05,Kampala,Electric Kettle,Home & Kitchen,4,95000,Card,New,380000,2026,3,March,5,Thursday,2026-03
TXN0418,2026-03-05,Entebbe,Rice 5kg,Groceries,5,32000,Mobile Money,New,160000,2026,3,March,5,Thursday,2026-03
TXN0024,2026-03-06,Jinja,Frying Pan,Home & Kitchen,1,65000,Card,New,65000,2026,3,March,6,Friday,2026-03
TXN0210,2026-03-07,Jinja,Electric Kettle,Home & Kitchen,1,95000,Mobile Money,Regular,95000,2026,3,March,7,Saturday,2026-03
TXN0059,2026-03-08,Kampala,Toothpaste,Personal Care,3,12000,Cash,Regular,36000,2026,3,March,8,Sunday,2026-03
TXN0083,2026-03-08,Kampala,Headphones,Electronics,5,120000,Mobile Money,New,600000,2026,3,March,8,Sunday,2026-03
TXN0120,2026-03-08,Entebbe,Smartphone,Electronics,3,850000,Cash,Regular,2550000,2026,3,March,8,Sunday,2026-03
TXN0396,2026-03-09,Jinja,Toothpaste,Personal Care,3,12000,Mobile Money,Regular,36000,2026,3,March,9,Monday,2026-03
TXN0165,2026-03-09,Jinja,Toothpaste,Personal Care,5,12000,Card,New,60000,2026,3,March,9,Monday,2026-03
TXN0019,2026-03-09,Kampala,Laptop Bag,Electronics,2,85000,Card,Regular,170000,2026,3,March,9,Monday,2026-03
TXN0245,2026-03-09,Kampala,Laptop Bag,Electronics,2,85000,Card,Regular,170000,2026,3,March,9,Monday,2026-03
TXN0017,2026-03-10,Kampala,Blender,Home & Kitchen,2,180000,Card,Regular,360000,2026,3,March,10,Tuesday,2026-03
TXN0167,2026-03-10,Kampala,Toothpaste,Personal Care,1,12000,Cash,New,12000,2026,3,March,10,Tuesday,2026-03
TXN0108,2026-03-11,Entebbe,Rice 5kg,Groceries,3,32000,Card,New,96000,2026,3,March,11,Wednesday,2026-03
TXN0471,2026-03-12,Kampala,Cooking Oil 3L,Groceries,5,28000,Card,New,140000,2026,3,March,12,Thursday,2026-03
TXN0252,2026-03-12,Jinja,Laptop Bag,Electronics,5,85000,Card,Regular,425000,2026,3,March,12,Thursday,2026-03
TXN0006,2026-03-13,Kampala,Sugar 2kg,Groceries,2,12000,Mobile Money,New,24000,2026,3,March,13,Friday,2026-03
TXN0067,2026-03-14,Jinja,Cooking Oil 3L,Groceries,2,28000,Card,Regular,56000,2026,3,March,14,Saturday,2026-03
TXN0183,2026-03-15,Entebbe,Toothpaste,Personal Care,4,12000,Cash,New,48000,2026,3,March,15,Sunday,2026-03
TXN0327,2026-03-15,Entebbe,Smartphone,Electronics,2,850000,Card,Regular,1700000,2026,3,March,15,Sunday,2026-03
TXN0217,2026-03-15,Kampala,Shampoo,Personal Care,5,22000,Mobile Money,New,110000,2026,3,March,15,Sunday,2026-03
TXN0011,2026-03-16,Kampala,Body Lotion,Personal Care,2,25000,Cash,Regular,50000,2026,3,March,16,Monday,2026-03
TXN0215,2026-03-17,Kampala,Jacket,Clothing,4,150000,Mobile Money,New,600000,2026,3,March,17,Tuesday,2026-03
TXN0342,2026-03-17,Kampala,Smartphone,Electronics,1,850000,Cash,New,850000,2026,3,March,17,Tuesday,2026-03
TXN0205,2026-03-18,Kampala,Jacket,Clothing,1,150000,Mobile Money,New,150000,2026,3,March,18,Wednesday,2026-03
TXN0212,2026-03-18,Jinja,T-Shirt,Clothing,4,45000,Card,Regular,180000,2026,3,March,18,Wednesday,2026-03
TXN0278,2026-03-19,Kampala,Rice 5kg,Groceries,2,32000,Mobile Money,Regular,64000,2026,3,March,19,Thursday,2026-03
TXN0470,2026-03-19,Kampala,Rice 5kg,Groceries,5,32000,Cash,Regular,160000,2026,3,March,19,Thursday,2026-03
TXN0213,2026-03-19,Kampala,Electric Kettle,Home & Kitchen,4,95000,Mobile Money,New,380000,2026,3,March,19,Thursday,2026-03
TXN0168,2026-03-20,Jinja,Body Lotion,Personal Care,5,25000,Mobile Money,Regular,125000,2026,3,March,20,Friday,2026-03
TXN0392,2026-03-20,Entebbe,Electric Kettle,Home & Kitchen,1,95000,Cash,Regular,95000,2026,3,March,20,Friday,2026-03
TXN0444,2026-03-20,Kampala,Electric Kettle,Home & Kitchen,4,95000,Card,Regular,380000,2026,3,March,20,Friday,2026-03
TXN0343,2026-03-21,Jinja,Sugar 2kg,Groceries,4,12000,Card,Regular,48000,2026,3,March,21,Saturday,2026-03
TXN0310,2026-03-21,Kampala,Sugar 2kg,Groceries,2,12000,Mobile Money,Regular,24000,2026,3,March,21,Saturday,2026-03
TXN0128,2026-03-21,Jinja,Toothpaste,Personal Care,4,12000,Mobile Money,New,48000,2026,3,March,21,Saturday,2026-03
TXN0054,2026-03-22,Kampala,Jacket,Clothing,1,150000,Card,Regular,150000,2026,3,March,22,Sunday,2026-03
TXN0179,2026-03-22,Entebbe,Headphones,Electronics,3,120000,Cash,Regular,360000,2026,3,March,22,Sunday,2026-03
TXN0487,2026-03-23,Kampala,Body Lotion,Personal Care,3,25000,Mobile Money,Regular,75000,2026,3,March,23,Monday,2026-03
TXN0030,2026-03-24,Entebbe,T-Shirt,Clothing,1,45000,Cash,Regular,45000,2026,3,March,24,Tuesday,2026-03
TXN0441,2026-03-24,Kampala,Electric Kettle,Home & Kitchen,1,95000,Mobile Money,Regular,95000,2026,3,March,24,Tuesday,2026-03
TXN0016,2026-03-25,Kampala,Jeans,Clothing,2,85000,Cash,Regular,170000,2026,3,March,25,Wednesday,2026-03
TXN0285,2026-03-25,Kampala,Smartphone,Electronics,5,850000,Mobile Money,Regular,4250000,2026,3,March,25,Wednesday,2026-03
TXN0451,2026-03-25,Jinja,Laptop Bag,Electronics,4,85000,Cash,New,340000,2026,3,March,25,Wednesday,2026-03
TXN0081,2026-03-26,Entebbe,Blender,Home & Kitchen,1,180000,Mobile Money,Regular,180000,2026,3,March,26,Thursday,2026-03
TXN0428,2026-03-26,Jinja,Blender,Home & Kitchen,4,180000,Cash,New,720000,2026,3,March,26,Thursday,2026-03
TXN0490,2026-03-26,Kampala,Rice 5kg,Groceries,4,32000,Card,New,128000,2026,3,March,26,Thursday,2026-03
TXN0288,2026-03-27,Kampala,Rice 5kg,Groceries,1,32000,Card,New,32000,2026,3,March,27,Friday,2026-03
TXN0482,2026-03-27,Entebbe,Rice 5kg,Groceries,1,32000,Cash,New,32000,2026,3,March,27,Friday,2026-03
TXN0070,2026-03-27,Kampala,Smartphone,Electronics,3,850000,Cash,Regular,2550000,2026,3,March,27,Friday,2026-03
TXN0121,2026-03-28,Entebbe,Sugar 2kg,Groceries,3,12000,Mobile Money,Regular,36000,2026,3,March,28,Saturday,2026-03
TXN0313,2026-03-28,Jinja,Jeans,Clothing,2,85000,Card,Regular,170000,2026,3,March,28,Saturday,2026-03
TXN0116,2026-03-28,Jinja,Blender,Home & Kitchen,4,180000,Card,New,720000,2026,3,March,28,Saturday,2026-03
TXN0046,2026-03-28,Kampala,Jacket,Clothing,2,150000,Cash,New,300000,2026,3,March,28,Saturday,2026-03
TXN0405,2026-03-28,Jinja,T-Shirt,Clothing,5,45000,Card,Regular,225000,2026,3,March,28,Saturday,2026-03
TXN0422,2026-03-30,Kampala,Shampoo,Personal Care,3,22000,Cash,Regular,66000,2026,3,March,30,Monday,2026-03
TXN0063,2026-03-31,Kampala,Toothpaste,Personal Care,2,12000,Mobile Money,Regular,24000,2026,3,March,31,Tuesday,2026-03
TXN0460,2026-03-31,Kampala,Jeans,Clothing,2,85000,Card,Regular,170000,2026,3,March,31,Tuesday,2026-03
TXN0417,2026-04-01,Jinja,Frying Pan,Home & Kitchen,3,65000,Card,Regular,195000,2026,4,April,1,Wednesday,2026-04
TXN0139,2026-04-01,Entebbe,Rice 5kg,Groceries,3,32000,Mobile Money,Regular,96000,2026,4,April,1,Wednesday,2026-04
TXN0261,2026-04-01,Jinja,Blender,Home & Kitchen,4,180000,Card,New,720000,2026,4,April,1,Wednesday,2026-04
TXN0206,2026-04-02,Entebbe,Cooking Oil 3L,Groceries,4,28000,Cash,New,112000,2026,4,April,2,Thursday,2026-04
TXN0335,2026-04-03,Kampala,Frying Pan,Home & Kitchen,5,65000,Card,New,325000,2026,4,April,3,Friday,2026-04
TXN0247,2026-04-03,Jinja,Body Lotion,Personal Care,5,25000,Cash,Regular,125000,2026,4,April,3,Friday,2026-04
TXN0074,2026-04-04,Kampala,Cooking Oil 3L,Groceries,3,28000,Cash,New,84000,2026,4,April,4,Saturday,2026-04
TXN0359,2026-04-04,Entebbe,Frying Pan,Home & Kitchen,3,65000,Card,Regular,195000,2026,4,April,4,Saturday,2026-04
